image_name,absolute-relative_probability,closed-open_probability,linear-painterly_probability,multiplicity-unity_probability,planar-recessional_probability
adoration-of-the-magi1.jpg,0.896484375,0.62255859375,0.70263671875,0.6298828125,0.51953125
